messageTime,currGameStat,gameFlow
03:07:30,"In the top of the 8th inning, Samsung Lions batter 류지혁 swung and missed a 130 km/h slider from Kia Tigers pitcher 조상우, resulting in a strikeout with a full count of 0-3 and two outs. 류지혁(삼성 라이온즈, 공격)이 조상우(기아 타이거즈)를 상대로 삼진 아웃되어 8회 공격의 세 번째 아웃이 기록되었다.","The Kia Tigers entered the eighth inning holding a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. In the top of the eighth, after Kim Heon-gon struck out, Ryu Ji-hyuk came to bat but was quickly replaced by pinch hitter Kang Min-ho. However, Ryu ultimately struck out swinging against Cho Sang-woo, ending the inning with two outs and no runners on base. Samsung continues to press for a comeback, but the Tigers maintain a narrow lead as the game remains tightly contested."
03:08:00,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning holding a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. In the top of the eighth, after Kim Heon-gon struck out, Ryu Ji-hyuk came to bat but was quickly replaced by pinch hitter Kang Min-ho. However, Ryu ultimately struck out swinging against Cho Sang-woo, ending the inning with two outs and no runners on base. Samsung continues to press for a comeback, but the Tigers maintain a narrow lead as the game remains tightly contested."
03:08:30,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning holding a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. In the top of the eighth, after Kim Heon-gon struck out, Ryu Ji-hyuk came to bat but was quickly replaced by pinch hitter Kang Min-ho. However, Ryu ultimately struck out swinging against Cho Sang-woo, ending the inning with two outs and no runners on base. Samsung continues to press for a comeback, but the Tigers maintain a narrow lead as the game remains tightly contested."
03:09:00,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning holding a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. In the top of the eighth, after Kim Heon-gon struck out, Ryu Ji-hyuk came to bat but was quickly replaced by pinch hitter Kang Min-ho. However, Ryu ultimately struck out swinging against Cho Sang-woo, ending the inning with two outs and no runners on base. Samsung continues to press for a comeback, but the Tigers maintain a narrow lead as the game remains tightly contested."
03:09:30,There's a TV commercial or a replay on.,"The Kia Tigers entered the eighth inning holding a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. In the top of the eighth, after Kim Heon-gon struck out, Ryu Ji-hyuk came to bat but was quickly replaced by pinch hitter Kang Min-ho. However, Ryu ultimately struck out swinging against Cho Sang-woo, ending the inning with two outs and no runners on base. Samsung continues to press for a comeback, but the Tigers maintain a narrow lead as the game remains tightly contested."
03:10:00,"In the top of the 9th inning, the Kia Tigers, who are batting, sent their ninth batter, Park Jung-woo, to the plate against Samsung Lions pitcher Bae Chan-seung with no balls, no strikes, and no runners on base. In the top of the 9th inning, the Kia Tigers, who are batting, made a defensive substitution as pinch hitter Kang Min-ho entered the game and took over the catcher position for the fielding Samsung Lions. In the top of the 9th inning, the Samsung Lions, who are fielding, replaced their catcher with second baseman Jeon Byung-woo while the Kia Tigers continue batting with Park Jung-woo at the plate. Kia Tigers batter 박정우 faced a 151 km/h fastball from Samsung Lions pitcher 배찬승, resulting in a ball and a 1-0 count with no runners on base and no outs in the top of the 9th inning.","The Kia Tigers entered the eighth inning with a 7-4 lead, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung limited further damage. The Lions rallied with a clutch single from Díaz and a two-run homer by Kim Young-woong, narrowing the gap to 7-6. In the top of the eighth, after a strikeout by Kim Heon-gon and a pinch-hitting attempt by Kang Min-ho, the inning ended with two outs and no runners on base. Now in the top of the ninth, the Tigers continue their at-bat with Park Jung-woo facing Bae Chan-seung, as both teams have made defensive substitutions, including Samsung replacing their catcher with Jeon Byung-woo. The game remains tightly contested with no runners on and no outs as the Tigers look to extend their slim lead."
03:10:30,"In the top of the 9th inning, Kia Tigers batter Park Jung-woo faced Samsung Lions pitcher Bae Chan-seung and fouled off a bunt attempt on the second pitch, with the count at one ball and one strike and no runners on base. Kia Tigers batter 박정우 faced a 1-2 count after a 136 km/h slider for a strike from Samsung Lions pitcher 배찬승 in the top of the 9th inning.","The Kia Tigers entered the eighth inning holding a 7-4 lead, fueled by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung kept the damage contained. The Lions fought back with a clutch single from Díaz and a two-run homer by Kim Young-woong, cutting the deficit to 7-6. After a quiet top of the eighth, the game moved into the ninth inning with the Tigers at bat, still clinging to a one-run lead. Currently, Park Jung-woo is facing Bae Chan-seung, working a 1-2 count after fouling off a bunt attempt, with no runners on base and no outs. Both teams have made defensive changes, including Samsung’s substitution of Jeon Byung-woo at catcher, as the Tigers aim to extend their narrow advantage."
03:11:00,"In the top of the 9th inning, Kia Tigers batter Park Jung-woo faced Samsung Lions pitcher Bae Chan-seung and took a slider pitch at 138 km/h for ball four, bringing the count to 2 balls and 2 strikes with no runners on base and no outs.","The Kia Tigers entered the eighth inning with a 7-4 lead, powered by key hits from Kim Do-young, Kim Gyu-sung, and Lee Woo-sung, while Samsung’s reliever Bae Chan-seung limited further damage. The Lions responded with a clutch single from Díaz and a two-run homer by Kim Young-woong, narrowing the gap to 7-6. After a scoreless top of the eighth, the game moved into the ninth with the Tigers at bat, still holding a one-run lead. Currently, Park Jung-woo is at the plate against Bae Chan-seung, having worked the count to 2-2 after drawing a walk and fouling off a bunt attempt, with no runners on and no outs. Both teams have made defensive adjustments, including Samsung’s substitution of Jeon Byung-woo at catcher, as the Tigers look to extend their slim advantage."
03:11:30,"In the top of the 9th inning, Kia Tigers batter Park Jung-woo faced Samsung Lions pitcher Bae Chan-seung with a 2-2 count and fouled off a slider traveling at 135 km/h. In the top of the 9th inning, Kia Tigers batter Park Jung-woo faced Samsung Lions pitcher Bae Chan-seung and took a 152 km/h fastball for ball four, bringing the count to 3-2 with no runners on base and no outs.","The Kia Tigers entered the ninth inning holding a narrow 7-6 lead over the Samsung Lions, following a late rally by Samsung that included a two-run homer by Kim Young-woong. As the Tigers came to bat, Park Jung-woo stepped up against reliever Bae Chan-seung, working a 2-2 count after a walk and a foul bunt attempt. Park continued to battle, fouling off a 135 km/h slider before drawing a full count walk after taking a 152 km/h fastball for ball four. With no runners on and no outs, the Tigers look to build on their slim advantage as both teams remain locked in a tense battle. Samsung’s recent defensive changes, including the substitution of Jeon Byung-woo at catcher, highlight the strategic adjustments in this crucial late-game moment."
03:12:00,"In the top of the 9th inning, Kia Tigers batter 박정우 faced Samsung Lions pitcher 배찬승 with a full count of 3 balls and 2 strikes, hitting a slider pitched at 132 km/h on the seventh pitch of the at-bat. Kia Tigers’ batter 박정우 recorded an infield hit to the left side of the first baseman during the top of the 9th inning against Samsung Lions’ pitcher 배찬승, putting a runner on first base with no outs.","The Kia Tigers entered the ninth inning holding a slim 7-6 lead over the Samsung Lions, who had just mounted a late rally capped by a two-run homer from Kim Young-woong. As the Tigers came to bat, Park Jung-woo battled through a full count against reliever Bae Chan-seung, eventually drawing a walk to get on base with no outs. Continuing his at-bat, Park then hit a sharp infield single to the left side, successfully reaching first base and putting a runner on with no outs. Samsung’s defensive adjustments, including the recent catcher substitution, underscore the high stakes as the Tigers look to extend their narrow lead. The game remains tightly contested, with tension mounting in this critical late-inning stretch."
03:12:30,"In the top of the 9th inning, Kia Tigers’ leadoff batter Park Chan-ho stepped up to face Samsung Lions’ pitcher Bae Chan-seung with a 0-0 count and a runner on first base.","The Kia Tigers entered the ninth inning holding a narrow 7-6 lead over the Samsung Lions, who had just rallied with a two-run homer from Kim Young-woong. As the Tigers began their at-bat, Park Jung-woo worked a full count against reliever Bae Chan-seung and drew a walk, then followed with a sharp infield single to put a runner on with no outs. Now, leadoff batter Park Chan-ho steps up to the plate with a 0-0 count, looking to build on the Tigers' slim advantage. Samsung’s recent defensive changes, including a catcher substitution, highlight the intensity of this late-inning battle. The game remains tightly contested as tension mounts in the crucial final moments."
03:13:00,"In the top of the 9th inning, Kia Tigers’ batter 박찬호 faced Samsung Lions’ pitcher 배찬승 and made contact on the first pitch, a 144 km/h fastball, with a runner on first base and no outs. Kia Tigers batter 박찬호 attempted a sacrifice bunt but was put out at first base after the third baseman fielded the ball and threw to the second baseman for the out. Kia Tigers’ baserunner 박정우 advanced from first base to second base while the team was batting in the top of the 9th inning.","The Kia Tigers entered the ninth inning with a narrow 7-6 lead after the Samsung Lions had rallied with a two-run homer from Kim Young-woong. As the Tigers began their at-bat, Park Jung-woo worked a full count and drew a walk, then followed with a sharp infield single to put a runner on with no outs. Now, with Park Chan-ho at the plate, he attempted a sacrifice bunt on the first pitch but was thrown out at first, advancing Park Jung-woo to second base. Samsung’s recent defensive changes, including a catcher substitution, underscore the intensity of this late-inning battle. The game remains tightly contested as the Tigers look to extend their slim lead in these crucial final moments."
